year,month,day,num_article,words,text_for_tfidf,Cluster_ID,Theme,CP1,CP2,CP3
2025,10,11,2,"['principal', 'événement', 'monde', 'soir', 'octobre', 'russie', 'remplir', 'obligation', 'corée', 'nord', 'cadre', 'accord', 'partenariat', 'stratégique', 'global', 'indiquer', 'conseil', 'sécurité', 'russe', 'dmitri', 'medvedev', 'entretien', 'kim', 'jong', 'camion', 'transporter', 'aide', 'humanitaire', 'prêt', 'entrer', 'bande', 'gazer', 'office', 'secours', 'nation', 'unir', 'réfugié', 'palestine', 'orient', 'séisme', 'magnitude', 'produire', 'éthiopie', 'kilomètre', 'mekele', 'ville', 'habitant', 'manifestation', 'destitution', 'président', 'tenir', 'france', 'traverser', 'crise', 'politique', 'grave', 'côte', 'ivoire', 'force', 'ordre', 'disperser', 'marche', 'opposition', 'démocratie', 'justice', 'paix', 'organiser', 'abidjan', 'centaine', 'millier', 'personne', 'manifester', 'londres', 'soutien']",principal événement monde soir octobre russie remplir obligation corée nord cadre accord partenariat stratégique global indiquer conseil sécurité russe dmitri medvedev entretien kim jong camion transporter aide humanitaire prêt entrer bande gazer office secours nation unir réfugié palestine orient séisme magnitude produire éthiopie kilomètre mekele ville habitant manifestation destitution président tenir france traverser crise politique grave côte ivoire force ordre disperser marche opposition démocratie justice paix organiser abidjan centaine millier personne manifester londres soutien,1,Politique Française Générale,0.155138790525923,0.07919404159116011,0.1865692014006126
2025,10,11,3,"['égypte', 'pitoyable', 'mot', 'dominer', 'réaction', 'net', 'lendemain', 'annonce', 'reconduction', 'sébastien', 'lecornu', 'matignon', 'élysée', 'annoncer', 'président', 'rendre', 'octobre', 'tour', 'horizon', 'premier', 'thierry', 'mariani', 'député', 'européen', 'rôle', 'accord', 'négocier', 'trump', 'équipe', 'précipiter', 'donner', 'illusion', 'compte', 'rassurer', 'promettre', 'milliard', 'entretenir', 'français', 'payer', 'isabelle', 'balkany', 'femme', 'politique', 'yeah', 'trouver', 'respect', 'porte', 'besoin', 'rester', 'fourneau', 'imbouffabl', 'cuisine', 'concocter', 'réseau', 'social', 'sens', 'commentateur', 'citer', 'fable', 'fontaine', 'coche', 'mouche', 'emmanuel', 'aller', 'aider', 'processus', 'paix', 'jour', 'sketch', 'lundi', 'soutenir', 'mise', 'œuvre', 'plan', 'gazer', 'voir', 'vrai', 'consulter', 'célèbre', 'embaumeur', 'égyptien', 'cas', 'brizitte', 'faire', 'programme', 'semaine', 'venir', 'matin', 'part', 'egypte', 'soir', 'saute', 'mercredi', 'revenir', 'jeudi', 'gouvernement', 'vendredi', 'repos', 'samedi', 'dimanche', 'déroute', 'france', 'capoter', 'signature', 'conflit', 'israélo', 'palestinien']",égypte pitoyable mot dominer réaction net lendemain annonce reconduction sébastien lecornu matignon élysée annoncer président rendre octobre tour horizon premier thierry mariani député européen rôle accord négocier trump équipe précipiter donner illusion compte rassurer promettre milliard entretenir français payer isabelle balkany femme politique yeah trouver respect porte besoin rester fourneau imbouffabl cuisine concocter réseau social sens commentateur citer fable fontaine coche mouche emmanuel aller aider processus paix jour sketch lundi soutenir mise œuvre plan gazer voir vrai consulter célèbre embaumeur égyptien cas brizitte faire programme semaine venir matin part egypte soir saute mercredi revenir jeudi gouvernement vendredi repos samedi dimanche déroute france capoter signature conflit israélo palestinien,5,Grandes Relations Diplomatiques,-0.005557867787854588,0.043397482989339396,0.008084533583066045
2025,10,11,4,"['débandade', 'camp', 'conseiller', 'assistant', 'vouloir', 'aller', 'octobre', 'président', 'français', 'reconduire', 'sébastien', 'lecornu', 'ministre', 'remettre', 'démission', 'jour', 'annonce', 'quitter', 'navire', 'raison', 'crise', 'politique', 'affirmer', 'financial', 'ambiance', 'suite', 'qualifier', 'maussade', 'cabinet', 'envoyer', 'cv', 'chercher', 'emploi', 'privé', 'source', 'lâche', 'dissolution', 'assemblée', 'stupide', 'agaçant', 'époque', 'responsable', 'envie', 'faire', 'campagne', 'contenir', 'droite', 'énergie', 'évaporer']",débandade camp conseiller assistant vouloir aller octobre président français reconduire sébastien lecornu ministre remettre démission jour annonce quitter navire raison crise politique affirmer financial ambiance suite qualifier maussade cabinet envoyer cv chercher emploi privé source lâche dissolution assemblée stupide agaçant époque responsable envie faire campagne contenir droite énergie évaporer,1,Politique Française Générale,-0.060932320312781584,0.05995653306552444,0.04559346924521068
2025,10,11,5,"['train', 'détruire', 'pays', 'manifestant', 'parisien', 'président', 'français', 'partir', 'morcelle', 'petit', 'bout', 'vendre', 'copain', 'demander', 'destitution', 'indiquer', 'participant', 'sputnik', 'afrique']",train détruire pays manifestant parisien président français partir morcelle petit bout vendre copain demander destitution indiquer participant sputnik afrique,1,Politique Française Générale,-0.05180507155150481,0.14631458520273488,-0.04730320612158865
2025,10,11,6,"['lecornu', 'renommer', 'forcené', 'élysée', 'devoir', 'déloger', 'assurer', 'florian', 'philippot', 'décrire', 'reconduite', 'poste', 'ministre', 'scène', 'surréaliste', 'président', 'parti', 'patriote', 'dénoncer', 'goutte', 'démocratie', 'france', 'enchaîner', 'premier', 'heure', 'rapporter', 'correspondant', 'sputnik', 'afrique', 'homme', 'impopulaire', 'illégitime', 'vouloir', 'entraîner', 'guerre', 'censurer', 'accroche', 'petit', 'trône', 'prendre', 'otage', 'pays', 'partir', 'once', 'légitimité', 'clamer', 'appeler', 'sortir', 'ue', 'otan', 'frexit', 'démission', 'chose', 'lier', 'tourne', 'rond', 'décision', 'rapport', 'crise', 'terrible', 'submerger', 'nature', 'souveraineté', 'marche', 'protestation', 'organiser', 'pari']",lecornu renommer forcené élysée devoir déloger assurer florian philippot décrire reconduite poste ministre scène surréaliste président parti patriote dénoncer goutte démocratie france enchaîner premier heure rapporter correspondant sputnik afrique homme impopulaire illégitime vouloir entraîner guerre censurer accroche petit trône prendre otage pays partir once légitimité clamer appeler sortir ue otan frexit démission chose lier tourne rond décision rapport crise terrible submerger nature souveraineté marche protestation organiser pari,8,Manifestations et Mouvements Sociaux,-0.07998835575062538,0.1447585416116198,-0.10030528003940346
2025,10,11,7,"['pouvoir', 'manifestation', 'destitution', 'pari', 'image', 'filmer', 'correspondant', 'sputnik', 'afrique', 'place', 'participant', 'réclamer', 'frexit', 'démission', 'sébastien', 'lecornu', 'reconduire', 'octobre', 'poste', 'ministre', 'jour', 'marche', 'protestation', 'organiser', 'patriote', 'florent', 'philippot']",pouvoir manifestation destitution pari image filmer correspondant sputnik afrique place participant réclamer frexit démission sébastien lecornu reconduire octobre poste ministre jour marche protestation organiser patriote florent philippot,8,Manifestations et Mouvements Sociaux,-0.0958625846052277,0.27578016363938435,-0.021211554707574014
2025,10,10,1,"['principal', 'événement', 'monde', 'soir', 'octobre', 'accord', 'gazer', 'entrer', 'vigueur', 'midi', 'heure', 'local', 'armée', 'israélien', 'retirer', 'zone', 'président', 'français', 'reconduire', 'sébastien', 'lecornu', 'poste', 'ministre', 'jour', 'démission', 'mandat', 'russie', 'renforcer', 'système', 'défense', 'aérien', 'réponse', 'éventuel', 'livraison', 'missile', 'tomahawk', 'américain', 'ukraine', 'déclarer', 'vladimir', 'poutine', 'visite', 'douchanbé', 'opposant', 'vénézuélien', 'marier', 'machado', 'partisan', 'intervention', 'militaire', 'étranger', 'propre', 'pays', 'recevoir', 'prix', 'nobel', 'paix', 'maintenir', 'flamme', 'démocratie', 'allumer', 'obscurité', 'grandissant', 'conseil', 'sécurité', 'russe', 'dmitri', 'medvedev', 'transmettre', 'salutation', 'kim', 'jong', 'corée', 'nord', 'royaume', 'uni', 'france', 'allemagne', 'travailler', 'ensemble', 'expropriation', 'actif', 'souverain', 'cabinet', 'britannique', 'keir', 'starmer', 'dirigeant', 'burkinabè', 'ibrahim', 'traoré', 'remettre', 'lot', 'équipement', 'lourd', 'blindé', 'véhicule', 'ministère', 'malien', 'neutraliser', 'terroriste', 'frappe', 'détruire', 'matériel', 'région', 'sikasso', 'état', 'major', 'côte', 'ivoire', 'lancer', 'campagne', 'présidentiel']",principal événement monde soir octobre accord gazer entrer vigueur midi heure local armée israélien retirer zone président français reconduire sébastien lecornu poste ministre jour démission mandat russie renforcer système défense aérien réponse éventuel livraison missile tomahawk américain ukraine déclarer vladimir poutine visite douchanbé opposant vénézuélien marier machado partisan intervention militaire étranger propre pays recevoir prix nobel paix maintenir flamme démocratie allumer obscurité grandissant conseil sécurité russe dmitri medvedev transmettre salutation kim jong corée nord royaume uni france allemagne travailler ensemble expropriation actif souverain cabinet britannique keir starmer dirigeant burkinabè ibrahim traoré remettre lot équipement lourd blindé véhicule ministère malien neutraliser terroriste frappe détruire matériel région sikasso état major côte ivoire lancer campagne présidentiel,4,Affaires Militaires et Défense,0.23710480466189596,-0.06106294732332008,0.19528765097122508
2025,10,10,2,"['reconduire', 'sébastien', 'lecornu', 'ministre', 'annoncer', 'elysée', 'accepter', 'devoir', 'mission', 'confier', 'président', 'affirmer', 'france', 'traverser', 'crise', 'politique', 'précédent', 'grave', 'décennie', 'mandat', 'démissionnaire', 'court', 'premier', 've', 'république', 'jour', 'tiers', 'français', 'vouloir', 'démission', 'emmanuel', 'étude', 'odoxa', 'chiffre', 'connaître', 'hausse', 'continuer', 'point', 'septembre']",reconduire sébastien lecornu ministre annoncer elysée accepter devoir mission confier président affirmer france traverser crise politique précédent grave décennie mandat démissionnaire court premier ve république jour tiers français vouloir démission emmanuel étude odoxa chiffre connaître hausse continuer point septembre,6,Actualité Virale et ONU,-0.08102551694168879,0.07474277038515399,0.09527120187442292
2025,10,10,3,"['burkina', 'faso', 'accuser', 'ong', 'france', 'retirer', 'pays', 'travailler', 'souhaiter', 'faire', 'expert', 'appel', 'neya', 'pema', 'chroniqueur', 'média', 'analyste', 'politique', 'contacter', 'sputnik', 'afrique', 'revenir', 'arrestation', 'autorité', 'burkinabè', 'membre', 'inso', 'directeur', 'ressortissant', 'français', 'jug', 'regrettable', 'question', 'estimer', 'tirer', 'conclusion', 'décision', 'prendre', 'état', 'être', 'guerre', 'raison', 'institution', 'censé', 'agence', 'organisation', 'partenair', 'retrouver', 'impliquer', 'acte', 'tranche', 'octobre', 'gouvernement', 'annoncer', 'tchèque', 'malien', 'espionnage', 'trahison', 'rejeter', 'accusation', 'affirmer', 'information', 'collecter', 'confidentiel', 'connaître', 'public', 'analyser', 'diffuser', 'but', 'protéger', 'humanitaire']",burkina faso accuser ong france retirer pays travailler souhaiter faire expert appel neya pema chroniqueur média analyste politique contacter sputnik afrique revenir arrestation autorité burkinabè membre inso directeur ressortissant français jug regrettable question estimer tirer conclusion décision prendre état être guerre raison institution censé agence organisation partenair retrouver impliquer acte tranche octobre gouvernement annoncer tchèque malien espionnage trahison rejeter accusation affirmer information collecter confidentiel connaître public analyser diffuser but protéger humanitaire,7,Souveraineté Africaine et IA,-0.048948752700469104,0.008902155721965935,0.051012825967056655
2025,10,10,4,"['sénégal', 'saluer', 'accord', 'israël', 'hama', 'marque', 'avancée', 'significatif', 'apaisement', 'tension', 'moyen', 'orient', 'allègement', 'souffrance', 'humain', 'bande', 'gazer', 'indiquer', 'gouvernement', 'pays', 'communiqué', 'octobre']",sénégal saluer accord israël hama marque avancée significatif apaisement tension moyen orient allègement souffrance humain bande gazer indiquer gouvernement pays communiqué octobre,8,Manifestations et Mouvements Sociaux,0.03275195101607509,0.11294585295751701,0.07105366319749326
2025,10,9,1,"['an', 'élysée', 'solder', 'désastre', 'françois', 'asselineau', 'contacter', 'sputnik', 'afrique', 'politicien', 'français', 'tête', 'parti', 'politique', 'upr', 'revenir', 'crise', 'actuel', 'france', 'emmanuel', 'face', 'choix', 'ministre', 'secteur', 'empreinte', 'positif', 'évolution', 'industrie', 'agriculture', 'système', 'santé', 'sécurité', 'immigration', 'défense', 'diplomatie', 'rayonnement', 'international', 'domaine', 'déclarer', 'dénoncer', 'lancement', 'aventure', 'russie', 'exception', 'héritage', 'toxique', 'reconnaissance', 'état', 'palestinien', 'chose', 'faire', 'correct', 'valse', 'premier', 'signifier', 'symptôme', 'savoir', 'maladie', 'situation', 'devenir', 'impossible', 'gérer', 'part', 'raison', 'travailler', 'ordre', 'estime', 'qualifier', 'locataire', 'petit', 'chef', 'autoritaire', 'issue', 'probable', 'scénario', 'juge', 'sain', 'départ', 'option', 'lieu', 'accroche', 'rester', 'instable', 'cas', 'figure', 'normal', 'dissolution', 'assemblée', 'national', 'permettre', 'donner', 'sentiment', 'redonner', 'parole', 'être', 'démocratie', 'dictature', 'apparence', 'ajouter', 'exclure', 'connaître', 'sphère', 'pouvoir', 'nommer', 'gouvernement', 'suggérer']",an élysée solder désastre françois asselineau contacter sputnik afrique politicien français tête parti politique upr revenir crise actuel france emmanuel face choix ministre secteur empreinte positif évolution industrie agriculture système santé sécurité immigration défense diplomatie rayonnement international domaine déclarer dénoncer lancement aventure russie exception héritage toxique reconnaissance état palestinien chose faire correct valse premier signifier symptôme savoir maladie situation devenir impossible gérer part raison travailler ordre estime qualifier locataire petit chef autoritaire issue probable scénario juge sain départ option lieu accroche rester instable cas figure normal dissolution assemblée national permettre donner sentiment redonner parole être démocratie dictature apparence ajouter exclure connaître sphère pouvoir nommer gouvernement suggérer,1,Politique Française Générale,-0.11778661675451647,-0.015391309164414516,0.0009254000051267582
2025,10,9,2,"['crise', 'français', 'commandant', 'titanic', 'politologue', 'france', 'affronter', 'système', 'fonctionnement', 'caste', 'politique', 'emmanuel', 'tenir', 'rêne', 'déclarer', 'sputnik', 'afrique', 'fabrice', 'beaur', 'directeur', 'eurasianform', 'gang', 'bruxelle', 'mettre', 'place', 'élément', 'souveraineté', 'bon', 'sens', 'volonté', 'résoudre', 'problème', 'systémique', 'international', 'amoindrir', 'voix', 'expert', 'résultat', 'gazer', 'doigt', 'conflit', 'russie', 'incapable', 'mener', 'bras', 'fer', 'économique', 'washington', 'initiative', 'aboutir', 'diplomatie', 'injonction', 'moral', 'souligner']",crise français commandant titanic politologue france affronter système fonctionnement caste politique emmanuel tenir rêne déclarer sputnik afrique fabrice beaur directeur eurasianform gang bruxelle mettre place élément souveraineté bon sens volonté résoudre problème systémique international amoindrir voix expert résultat gazer doigt conflit russie incapable mener bras fer économique washington initiative aboutir diplomatie injonction moral souligner,5,Grandes Relations Diplomatiques,-0.03197886173151135,-0.0537959128133518,-0.09851755308680736
2025,10,9,3,"['maltraitance', 'personnel', 'souffrance', 'santé', 'danger', 'professionnel', 'travail', 'social', 'manifester', 'pari', 'octobre', 'marquer', 'journée', 'grève', 'austérité', 'budgétaire', 'abattre', 'soignant', 'france', 'appel', 'cgt', 'centaine', 'manifestant', 'rassembler', 'ministère', 'rapporter', 'correspondant', 'sputnik', 'afrique']",maltraitance personnel souffrance santé danger professionnel travail social manifester pari octobre marquer journée grève austérité budgétaire abattre soignant france appel cgt centaine manifestant rassembler ministère rapporter correspondant sputnik afrique,8,Manifestations et Mouvements Sociaux,-0.023453505620924863,0.29955277370498595,-0.024746176805020243
2025,10,8,1,"['tirailleur', 'sénégalais', 'devenir', 'africain', 'honneur', 'combattant', 'anticolonialiste', 'dakar', 'appellation', 'perpétuer', 'logique', 'colonialiste', 'falloir', 'dépasser', 'déclarer', 'ministre', 'ousman', 'sonko', 'proposer', 'modification', 'terme', 'inclusif', 'hommage', 'nationalité', 'combattre', 'côté', 'france', 'estime', 'chef', 'gouvernement', 'rendre', 'octobre', 'cimetière', 'thiaroye', 'enterrer', 'tomber', 'massacre', 'premier', 'décembre', 'accompagner', 'homologue', 'burkinabè', 'nigérien', 'agir', 'épisode', 'tragique', 'histoire', 'colonial', 'français', 'centaine', 'soldat', 'tuer', 'revendiquer', 'paiement', 'solde', 'prime', 'déstabilisation']",tirailleur sénégalais devenir africain honneur combattant anticolonialiste dakar appellation perpétuer logique colonialiste falloir dépasser déclarer ministre ousman sonko proposer modification terme inclusif hommage nationalité combattre côté france estime chef gouvernement rendre octobre cimetière thiaroye enterrer tomber massacre premier décembre accompagner homologue burkinabè nigérien agir épisode tragique histoire colonial français centaine soldat tuer revendiquer paiement solde prime déstabilisation,4,Affaires Militaires et Défense,-0.04143984911306609,0.09093356401788855,0.04199681462030942
